uniprot,gene_name
Q9Z1W8,Atp12a
Q9EPE9,Atp13a1
Q9CTG6,Atp13a2
Q5XF89,Atp13a3
Q5XF90,Atp13a4
Q3TYU2,Atp13a5
Q8VDN2,Atp1a1
Q6PIE5,Atp1a2
Q6PIC6,Atp1a3
Q9WV27,Atp1a4
P14094,Atp1b1
P14231,Atp1b2
P97370,Atp1b3
Q99ME6,Atp1b4
Q8R429,Atp2a1
O55143,Atp2a2
Q64518,Atp2a3
G5E829,Atp2b1
Q9R0K7,Atp2b2
Q6Q477,Atp2b4
Q80XR2,Atp2c1
A7L9Z8,Atp2c2
Q8BWU8,Etnppl
Q8R1K4,Phykpl
Q9CQQ7,Atp5pb
Q9CR84,Atp5mc1
P56383,Atp5mc2
P56384,Atp5mc3
Q9CZ05,Atxn7l1
A2AWT3,Atxn7l3
P70704,Atp8a1
P98200,Atp8a2
Q148W0,Atp8b1
P98199,Atp8b2
Q6UQ17,Atp8b3
A3FIN4,Atp8b5
Q9D5T0,Atad1
Q8CDM1,Atad2
Q4QY64,Atad5
Q8K341,Atat1
Q8BHE3,Atcay
Q925I1,Atad3a
Q9Z2A5,Ate1
P81269,Atf1
P16951,Atf2
Q60765,Atf3
Q06507,Atf4
O70191,Atf5
F6VAN0,Atf6
O35451,Atf6b
Q8R0S1,Atf7
Q8R1P4,Atg10
Q9CQY1,Atg12
Q91YI1,Atg13
Q6P4T0,Atg2a
Q80XK6,Atg2b
Q9CPX6,Atg3
Q8C9S8,Atg4a
Q8BGE6,Atg4b
Q811C2,Atg4c
Q8BGV9,Atg4d
Q99J83,Atg5
Q9D906,Atg7
Q68FE2,Atg9a
Q6EBV9,Atg9b
Q9D8Z6,Atg101
O35143,Atp5if1
Q8BLI0,Adamtsl1
Q7TSK7,Adamtsl2
Q80T21,Adamtsl4
Q8BH66,Atl1
Q6PA06,Atl2
Q91YH5,Atl3
Q6P9S1,Atmin
Q62388,Atm
O35126,Atn1
Q04646,Fxyd2
P48985,Atoh1
Q9Z2E5,Atoh7
Q99NA2,Atoh8
Q69ZK7,Atosa
Q8BR27,Atosb
O08997,Atox1
Q9CWQ3,Atp23
Q64436,Atp4a
P50992,Atp4b
P56382,Atp5f1e
Q9DCX2,Atp5pd
Q06185,Atp5me
P97450,Atp5pf
Q9CPQ8,Atp5mg
Q9CRA7,Dmac2l
P56379,Atp5mj
P00848,Mtatp6
Q64430,Atp7a
Q64446,Atp7b
P03930,Mtatp8
O70228,Atp9a
P98195,Atp9b
Q03265,Atp5f1a
P56480,Atp5f1b
Q9D3D9,Atp5f1d
Q811I0,Atpaf1
Q91YY4,Atpaf2
Q91VR2,Atp5f1c
P56135,Atp5mf
Q78IK2,Atp5mk
Q9DB20,Atp5po
Q9WVK0,Agtrap
Q8BMG1,Atrip
Q6A051,Atrnl1
Q9WU60,Atrn
Q61687,Atrx
Q9JKK8,Atr
P58459,Adamts10
Q811B3,Adamts12
Q769J6,Adamts13
P59384,Adamts15
Q69Z28,Adamts16
Q4VC17,Adamts18
P59509,Adamts19
P97857,Adamts1
P59511,Adamts20
Q8C9W3,Adamts2
Q8BNJ2,Adamts4
Q9R001,Adamts5
Q68SA9,Adamts7
P57110,Adamts8
Q8QZR1,Tat
P28658,Atxn10
P0C7T6,Atxn1l
P54254,Atxn1
Q7TQH0,Atxn2l
O70305,Atxn2
Q9CVD2,Atxn3
Q8R4I1,Atxn7
Q99LS0,Ecrg4
Q9JLZ3,Auh
E9Q6Z5,Aunip
P70295,Aup1
P97477,Aurka
O70126,Aurkb
O88445,Aurkc
A0A087WPF7,Auts2
Q80TZ3,Dnajc6
Q9D9K3,Aven
O88398,Avil
Q80U56,Avl9
Q9D7H4,Avpi1
P27038,Acvr2a
P27040,Acvr2b
A2ADU9,Awat1
Q6E1M8,Awat2
Q3UZ57,Axdnd1
O35625,Axin1
O88566,Axin2
Q9QYP6,Azi2
O35484,Azin1
Q8BVM4,Azin2
Q64373,Bcl2l1
P70345,Bcl2l2
Q9Z0F3,Bcl2l10
O54918,Bcl2l11
P59017,Bcl2l13
Q9CPT0,Bcl2l14
Q08ED0,Bcl2l15
Q07440,Bcl2a1
P01887,B2m
P13808,Slc4a2
P16283,Slc4a3
A0A494BA31,Slc4a9
P04919,Slc4a1
Q9CW73,B3gat1
P59270,B3gat2
P58158,B3gat3
Q920V1,B3galnt1
Q8BG28,B3galnt2
Q8BHT6,B3glct
Q9Z222,B3GNT2
Q5JCS9,B3gnt3
Q1RLK6,B3gnt4
Q8BGY6,B3gnt5
Q3USF0,B3gnt6
Q8K0J2,B3gnt7
Q8R3I9,B3gnt8
Q8VI16,B3gnt9
O54904,B3galt1
O54905,B3galt2
Q9Z0F0,B3galt4
Q9JI67,B3galt5
Q91Z92,B3galt6
Q8BWP8,B4gat1
Q09200,B4galnt1
Q09199,B4galnt2
Q6L8S8,B4galnt3
Q766D5,B4galnt4
P15535,B4galt1
Q9Z2Y2,B4galt2
Q91YY2,B4galt3
Q9JJ04,B4galt4
Q9JMK0,B4galt5
Q9WVK5,B4galt6
Q8R087,B4galt7
Q9R1S0,B9d1
Q3UK10,B9d2
Q8VHV1,Baalc
Q91X34,Baat
Q3UI43,Babam1
Q8K3W0,Babam2
Q8BGV7,Kctd13
O70479,Tnfaip1
Q922M3,Kctd10
P56818,Bace1
Q9JL18,Bace2
P97302,Bach1
P97303,Bach2
Q91V12,Acot7
Q61337,Bad
Q8BVR0,Banf2
O54962,Banf1
Q60739,Bag1
Q91YN9,Bag2
Q9JLV1,Bag3
Q8CI61,Bag4
Q8CI32,Bag5
Q9Z1R2,Bag6
Q3UHR0,Bahcc1
Q497V6,Bahd1
Q8BKX1,Baiap2
Q80TT2,Baiap3
Q8CDJ3,Atg14
O08734,Bak1
Q9D0L6,Bambi
Q80VH0,Bank1
Q8VBU8,Banp
Q9DCT6,Bacc1
Q99PU7,Bap1
Q61334,Bcap29
Q61335,Bcap31
O70445,Bard1
P63157,Barhl1
Q8VIB5,Barhl2
Q9ER42,Barx1
O08686,Barx2
P18572,Bsg
Q91XV3,Basp1
Q9QXA6,Slc7a9
Q8R1H8,Batf2
Q9D275,Batf3
O35284,Batf
Q07813,Bax
O88379,Baz1a
Q9Z277,Baz1b
Q91YE5,Baz2a
A2AUY4,Baz2b
Q99ML1,Bbc3
P58686,Bbln
Q3V079,Bbof1
Q9DBI2,Bbs10
Q5SUD9,Bbs12
Q3V3N7,Bbs1
Q9CWF6,Bbs2
Q8C1Z7,Bbs4
Q9CZQ9,Bbs5
Q8K2G4,Bbs7
Q8VBW5,Bbx
Q9QYE3,Bcl11a
Q99PV8,Bcl11b
Q9R069,Bcam
Q9EQ32,Pik3ap1
Q61140,Bcar1
Q9QZK2,Bcar3
Q80YN3,Bcas1
Q8CCN5,Bcas3
P24288,Bcat1
O35855,Bcat2
Q9CWI3,Bccip
Q3UFB2,Znhit6
Q9JJS6,Bco1
Q99NF1,Bco2
O55028,Bckdk
Q9Z0H7,Bcl10
P10417,Bcl2
Q9Z2F6,Bcl3
O88282,Bcl6b
P41183,Bcl6
Q9CXE2,Bcl7a
Q921K9,Bcl7b
O08664,Bcl7c
Q67FY2,Bcl9l
Q9D219,Bcl9
A2AG58,Bclaf3
Q8K019,Bclaf1
A2AQH4,Bcorl1
Q8CGN4,Bcor
Q6PAJ1,Bcr
Q9CZP5,Bcs1l
E9Q6J5,Bod1l
Q80XN0,Bdh1
P21237,Bdnf
Q571C7,Bdp1
Q9EQG5,Bean1
O88597,Becn1
P0DM65,Becn2
Q68EF6,Begain
Q6PAL0,Bend3
P86174,Bend4
Q8C6D4,Bend5
Q6PFX2,Bend6
Q8BSV3,Bend7
O88870,Best1
Q8BGM5,Best2
Q6H1V1,Best3
O35153,Bet1l
O35623,Bet1
Q9R224,Bex1
Q9WTZ8,Bex2
Q9WTZ9,Bex3
Q9CWT2,Bex4
Q3TZW7,Bex6
Q8R079,Bfar
A2AMT1,Bfsp1
Q6NVD9,Bfsp2
P23780,Glb1
P38649,Abo
P82198,Tgfbi
P12265,Gusb
Q5RJB0,Bhlha9
Q9QYC3,Bhlha15
Q8C6A8,Bhlhe22
Q8BGW3,Bhlhe23
O35185,Bhlhe40
Q99PV5,Bhlhe41
O35490,Bhmt
Q91WS4,Bhmt2
Q9D2C7,Tmbim6
Q9DBJ3,Baiap2l1
Q80Y61,Baiap2l2
Q99MQ1,Bicc1
Q8BR07,Bicd1
Q921C5,Bicd2
A0JNT9,Bicdl1
Q8CHW5,Bicdl2
F8VPZ9,Bicra
Q8CHH5,Bicral
P70444,Bid
Q9CY64,Blvra
G3X9K3,Arfgef1
A2A5R2,Arfgef2
Q3UGY8,Arfgef3
O70337,Bik
O08539,Bin1
D3Z6Q9,Bin2
Q9JI08,Bin3
P20029,Hspa5
Q9QWK5,Naip1
Q9QUK4,Naip2
Q9R016,Naip5
Q9JIB6,Naip6
Q9JIB3,Naip7
Q62210,Birc2
O08863,Birc3
O70201,Birc5
O88738,Birc6
A2AWP0,Birc7
Q8CBX9,Bivm
Q61125,Bdkrb1
P32299,Bdkrb2
O55102,Bloc1s1
Q9CWG9,Bloc1s2
Q5U5M8,Bloc1s3
Q8VED2,Bloc1s4
Q8R015,Bloc1s5
Q9R0C0,Bloc1s6
P62951,Blcap
P16277,Blk
Q8R016,Blmh
O88700,Blm
Q9QUN3,Blnk
A2RSJ4,Bltp3b
A2AAE1,Bltp1
Q5SYL3,Bltp2
Q923D2,Blvrb
Q9WTL8,Bmal1
Q2VPD4,Bmal2
Q91ZE9,Bmf
P25916,Bmi1
Q9R229,Bmp10
Q9Z0L4,Bmp15
P98063,Bmp1
Q91Z96,Bmp2k
P21274,Bmp2
Q8BHE5,Bmp3
P21275,Bmp4
P49003,Bmp5
P20722,Bmp6
P23359,Bmp7
P34821,Bmp8a
P55105,Bmp8b
Q8CJ69,Bmper
O35607,Bmpr2
P36895,Bmpr1a
P36898,Bmpr1b
P97504,Bmx
Q91YP1,Bcdin3d
O35914,Bnc1
Q8BMQ3,Bnc2
Q9Z2F7,Bnip3l
O54940,Bnip2
O55003,Bnip3
Q8CC96,Bnip5
Q99JU7,Bnipl
Q6AZB0,Boc
Q5SQY2,Bod1
Q924Y0,Bbox1
O35425,Bok
Q9D8S9,Bola1
Q8BGS2,Bola2
Q8CEI1,Bola3
Q924M5,Boll
P97452,Bop1
Q8BS90,Bora
Q9D920,Borcs5
Q9D6W8,Borcs6
Q9CRC6,Borcs7
Q9D6Y4,Borcs8
Q8BHX3,Cdca8
Q8JZX9,Cdc42ep2
Q9CQC5,Cdc42ep3
Q9Z0X0,Cdc42ep5
Q9JM96,Cdc42ep4
Q91W92,Cdc42ep1
Q8R164,Bphl
P97361,Bpifa1
P07743,Bpifa2
Q9D9J8,Bpifa3
Q9CQX3,Bpifa5
Q61114,Bpifb1
Q8C1E1,Bpifb2
Q80ZU7,Bpifb3
A2BGH0,Bpifb4
Q8BU51,Bpifb6
Q8C186,Bpifc
Q67E05,Bpi
Q920N2,Hlcs
Q9Z0S1,Bpnt1
P28028,Braf
Q99MP8,Brap
Q8C3R1,Brat1
Q7M757,C6.1al
P48754,Brca1
P97929,Brca2
P46737,Brcc3
G5E8P1,Brd1
Q7JJ13,Brd2
Q8K2F0,Brd3
Q9ESU6,Brd4
O88665,Brd7
Q8R3B7,Brd8
Q3UQU0,Brd9
Q91Y44,Brdt
Q5DTM8,Rnf20
Q3U319,Rnf40
Q3UAW9,Brf2
Q8BXV2,Bri3bp
P28662,Bri3
Q91VR8,Brk1
Q3U1T3,Brms1l
Q6DIA7,Brme1
Q99N20,Brms1
Q920P3,Brinp1
Q6DFY8,Brinp2
Q499E0,Brinp3
Q3URV1,Tbc1d32
Q8K2Q7,Brox
B2RRD7,Brpf1
B2KF05,Brpf3
O54798,Brs3
Q5RJI5,Brsk1
Q69Z98,Brsk2
Q921C3,Brwd1
A2AHJ4,Brwd3
Q9DCA5,Brix1
Q9Z2E9,Bscl2
Q80Y55,Bsdc1
Q810B3,Bsx
Q8VIM4,Bsnd
O88737,Bsn
Q3UW26,Bsph1
Q0Q236,Bsph2
Q80YW5,Bspry
Q9ER10,Prss22
Q64277,Bst1
Q8R2Q8,Bst2
Q62556,Btn1a1
A4QPC6,Btn2a2
Q9CQH7,Btf3l4
P58544,Btbd1
P58545,Btbd3
Q8K2J9,Btbd6
Q8CFE5,Btbd7
D3YUB6,Btbd8
Q8C726,Btbd9
Q80X66,Btbd10
E9Q173,Btbd16
Q9DB72,Btbd17
A0A0A6YY25,Btbd18
Q05928,Btc
Q8CIF4,Btd
Q64152,Btf3
P62325,Btg1
Q04211,Btg2
P50615,Btg3
O70552,Btg4
P35991,Btk
Q7TSA3,Btla
Q7TST0,Btnl1
O70355,Btnl2
Q8BJE2,Btnl9
Q9JK39,Btnl10
Q9Z1S0,Bub1b
O08901,Bub1
Q9WVA3,Bub3
Q8R149,Bud13
Q9CY21,Bud23
Q6PGH1,Bud31
Q8VC97,Upb1
O88875,Cd160
O54825,Bysl
Q3TMW1,Ccdc102a
O35127,Grcc10
P15539,Cyp11b2
Q2VLH6,Cd163
Q9D6W7,Cd164l2
Q80U49,Cep170b
Q8CI33,Cwf19l1
Q8BG79,Cwf19l2
O35473,C1d
Q9JMG2,C1galt1c1
Q9JJ06,C1galt1
P98086,C1qa
O35658,C1qbp
P14106,C1qb
Q02105,C1qc
Q8CFR0,C1ql2
Q9ESN4,C1ql3
Q4ZJM9,C1ql4
O89103,Cd93
O88992,C1ql1
Q9QXP7,C1qtnf1
Q9D8U4,C1qtnf2
Q9ES30,C1qtnf3
Q8R066,C1qtnf4
Q8K479,C1qtnf5
Q6IR41,C1qtnf6
Q8BVD7,C1qtnf7
Q4ZJN1,C1qtnf9
Q8CG16,C1ra
Q8CFG9,C1rb
Q3UZ09,C1rl
Q922D8,Mthfd1
Q3V3R1,Mthfd1l
Q91ZX1,Cd209a
Q8CJ91,Cd209b
Q91ZW9,Cd209c
Q91ZW8,Cd209d
Q91ZW7,Cd209e
Q497N6,Cep295nl
Q9D211,Cdkn2aipnl
Q80X80,C2cd2l
Q5HZI2,C2cd4c
P0CG09,C2cd4d
E9Q3C1,C2cd2
Q52KB6,C2cd3
Q7TPS5,C2cd5
Q8K1A6,Cc2d1a
Q8BRN9,Cc2d1b
Q8CFW7,Cc2d2a
P79621,Ciita
O09047,C3ar1
Q8BHL7,Cdc42se1
Q8BGH7,Cdc42se2
P08607,C4bpa
Q9CZB0,Sdhc
A2AE42,Cyb561d1
Q9WUE3,Cyb561d2
P30993,C5ar1
Q8BW93,C5ar2
Q9WUF3,Casp8ap2
G3UW36,Cfap97d2
Q8BIF0,Cd99l2
A2AGB2,Gm12695
O08532,Cacna2d1
Q6PHS9,Cacna2d2
Q9Z1L5,Cacna2d3
Q5RJF7,Cacna2d4
Q9QX15,Clca3a1
Q8VDY9,Caap1
Q06138,Cab39
Q61112,Sdf4
Q9ESJ1,Cables1
Q8K3M5,Cables2
Q9JLK7,Cabp1
Q9JLK4,Cabp2
Q8VHC5,Cabp4
Q9JLK3,Cabp5
Q91ZM8,Cabp7
Q9JJG7,Caln1
Q8C633,Cabs1
Q9D424,Cabyr
P97445,Cacna1a
O55017,Cacna1b
Q01815,Cacna1c
Q99246,Cacna1d
Q61290,Cacna1e
Q9JIS7,Cacna1f
O88427,Cacna1h
Q02789,Cacna1s
Q8R3Z5,Cacnb1
Q8CC27,Cacnb2
P54285,Cacnb3
Q8R0S4,Cacnb4
Q8R0X2,Cacul1
Q8CGU1,Calcoco1
A2A6M5,Calcoco2
P47934,Crat
P70408,Cdh10
P55288,Cdh11
Q5RJH3,Cdh12
Q9WTR5,Cdh13
P33146,Cdh15
O88338,Cdh16
Q9R100,Cdh17
Q9Z0M3,Cdh20
Q9WTP5,Cdh22
Q99PF4,Cdh23
Q6PFX6,Cdh24
P59862,Cdh26
P09803,Cdh1
P15116,Cdh2
P10287,Cdh3
P39038,Cdh4
P55284,Cdh5
P97326,Cdh6
Q8BM92,Cdh7
P97291,Cdh8
P70407,Cdh9
Q8R5M8,Cadm1
Q8BLQ9,Cadm2
Q99N28,Cadm3
Q8R464,Cadm4
Q8CAK1,Iba57
Q9QWF0,Chaf1a
Q9D0N7,Chaf1b
Q5IR70,Cage1
P61215,Ca10
O70354,Ca11
Q8CI85,Ca12
Q9D6N1,Ca13
Q9WVT6,Ca14
Q99N23,Ca15
P13634,Ca1
P00920,Ca2
P16015,Ca3
Q64444,Ca4
P23589,Ca5a
Q9QZA0,Ca5b
P18761,Ca6
Q9ERQ8,Ca7
P28651,Ca8
Q8VHB5,Ca9
Q6PDJ1,Cachd1
D3Z291,Calhm1
Q8VEC4,Calhm2
J3QMI4,Calhm3
Q8CE93,Calhm4
Q8R100,Calhm5
Q8C9E8,Calhm6
P12658,Calb1
Q08331,Calb2
Q99JA0,Calca
Q99MP3,Calcb
Q60755,Calcr
P70160,Calca
Q8CDE2,Ccin
Q9D6P8,Calml3
Q91WQ9,Calml4
P0DP26,Calm1
P0DP27,Calm2
P0DP28,Calm3
Q9JM83,Calm4
Q9D9Q6,Calr3
Q9R1W5,Calcrl
P14211,Calr
O35887,Calu
P35564,Canx
Q9DCA7,Caly
Q3UHL1,Camkv
P49070,Camlg
A2AHC3,Camsap1
Q8C1B1,Camsap2
Q80VC9,Camsap3
P51437,Camp
Q9ESK3,Capn10
Q6J756,Capn11
Q9ER56,Capn12
Q3UW68,Capn13
Q9JLG8,Capn15
O35350,Capn1
O08529,Capn2
Q64691,Capn3
O08688,Capn5
O35646,Capn6
Q9R1S8,Capn7
Q91VA3,Capn8
Q9D805,Capn9
Q63810,Ppp3r1
Q63811,Ppp3r2
Q6ZQ38,Cand1
Q6ZQ73,Cand2
Q8VCF1,Cant1
P40124,Cap1
Q9CYT6,Cap2
P59114,Pcif1
P24452,Capg
Q9D3A8,Nos1ap
Q60865,Caprin1
Q05A80,Caprin2
Q80TJ1,Cadps
Q8BYR5,Cadps2
Q6P8Y1,Capsl
P47757,Capzb
P58660,Card10
Q8CIS0,Card11
Q99KF0,Card14
Q9D1I2,Card19
A2AIV8,Card9
Q8BI72,Cdkn2aip
Q6EDY6,Carmil1
Q3V3V9,Carmil2
Q3UFQ8,Carmil3
Q9WVG6,Carm1
Q80UY1,Carnmt1
Q8VHI4,Carf
P56388,Cartpt
P19228,Csn1s1
P10598,Csn2
Q8K3W3,Casc3
Q7TN73,Casd1
P06796,Csn3
O35177,Nedd9
P29452,Casp1
P29594,Casp2
P70677,Casp3
P70343,Casp4
O08738,Casp6
P97864,Casp7
O89110,Casp8
Q8C3Q9,Casp9
O08736,Casp12
O89094,Casp14
P70403,Cux1
O09165,Casq1
O09161,Casq2
Q9QY96,Casr
Q08EC4,Cass4
Q9CWQ8,Castor1
Q8CAB8,Castor2
Q9CWL2,Casz1
Q91ZF2,Cts7
Q9JI81,Cts8
Q4VA36,Cenatac
P24270,Cat
P10605,Ctsb
P97821,Ctsc
P18242,Ctsd
P70269,Ctse
Q9R013,Ctsf
P28293,Ctsg
P49935,Ctsh
Q9CS00,Cactin
B9EKE5,Catip
Q9R014,Ctsj
P55097,Ctsk
P06797,Ctsl
Q9JL96,Ctsm
Q8BM88,Ctso
Q9JIA9,Ctsr
O70370,Ctss
P56203,Ctsw
Q9WUU7,Ctsz
P49817,Cav1
Q9WVC3,Cav2
P51637,Cav3
O54724,Cavin1
Q63918,Cavin2
Q91VJ2,Cavin3
A2AMM0,Cavin4
Q8BUG5,Caps2
P47753,Capza1
P47754,Capza2
P70190,Capza3
Q3V0A6,Gm5592
Q9DB16,Cab39l
Q5NCY3,Cyb5d1
Q8BP22,Cibar1
Q3V2J0,Cibar2
Q66L44,Cbarp
Q8CDT7,Cabcoco1
Q06770,Serpina6
Q3TTA7,Cblb
Q80XL1,Cblc
Q9R171,Cbln1
Q8BGU2,Cbln2
Q9JHG0,Cbln3
Q8BME9,Cbln4
P22682,Cbl
Q7TPZ8,Cpa1
Q504N0,Cpa2
P15089,Cpa3
Q6P8K8,Cpa4
Q8R4H4,Cpa5
Q5U901,Cpa6
Q9JHH6,Cpb2
Q641K1,Agtpbp1
Q8CDK2,Agbl2
Q8CDP0,Agbl3
Q09M05,Agbl1
Q09M02,Agbl5
Q09LZ8,Agbl4
O89001,Cpd
Q00493,Cpe
Q80V42,Cpm
Q9JJN5,Cpn1
Q9WVJ3,Cpq
Q8R4V4,Cpz
P45481,Crebbp
P48758,Cbr1
P08074,Cbr2
Q8K354,Cbr3
Q91VT4,Cbr4
Q91WT9,Cbs
P83917,Cbx1
P30658,Cbx2
P23198,Cbx3
O55187,Cbx4
Q61686,Cbx5
Q9DBY5,Cbx6
Q8VDS3,Cbx7
Q9QXV1,Cbx8
Q9D1C2,Cby1
Q32MG2,Cby2
Q9CVN6,Cby3
Q3ULM0,Ccdc106
Q9DCC3,Ccdc107
Q3V125,Ccdc110
A0AUP1,Ccdc112
Q8VE99,Ccdc115
Q80X53,Ccdc116
Q6PB51,Ccdc117
A2AEV7,Ccdc120
Q8BVN0,Ccdc122
Q9D8X2,Ccdc124
Q5U465,Ccdc125
Q8BIS8,Ccdc126
Q3TC33,Ccdc127
Q8C7V8,Ccdc134
Q3TVA9,Ccdc136
Q8R0K4,Ccdc137
Q0VF22,Ccdc138
E9Q8Q6,Ccdc141
Q8CAI1,Ccdc142
E9Q9F7,Ccdc146
Q6P5U8,Ccdc148
Q6GQT0,Cdc14a
Q6PFY9,Cdc14b
Q8CDI7,Ccdc150
Q6RUT8,Ccdc154
Q5SPX1,Ccdc157
Q8C963,Ccdc159
Q3UYG1,Ccdc160
Q0VG85,Ccdc162
Q9D162,Ccdc167
Q8BXX9,Ccdc169
E9Q1U1,Ccdc171
Q810N9,Ccdc172
Q3U155,Ccdc174
E9PVB3,Ccdc175
Q3UHB8,Ccdc177
Q8CDV0,Ccdc178
J3QM76,Ccdc179
Q80ZU5,Ccdc181
Q9D9C6,Ccdc182
A2AJB1,Ccdc183
Q8BMK5,Ccdc184
Q8C9S4,Ccdc186
Q8C5V8,Ccdc187
Q3URK1,Ccdc190
A0A140LIT1,Ccdc194
P51676,Ccr1l1
P84444,Ccl21a
P86792,Ccl21b
P86793,Ccl21c
Q8CEG5,Ccdc28b
Q8VEK0,Tmem30a
Q8BHG3,Tmem30b
Q9D4D7,Tmem30c
Q5SP85,Ccdc85a
Q6PDY0,Ccdc85b
E9Q6B2,Ccdc85c
Q4QRL3,Ccdc88b
Q8C3X2,Ccdc90b
Q8CH18,Ccar1
Q8VDP4,Ccar2
Q3MI99,Ccbe1
Q8R344,Ccdc12
D3YV10,Ccdc13
Q8K2J4,Ccdc14
Q8C9M2,Ccdc15
Q8CE13,Ccdc17
Q640L5,Ccdc18
Q9JIG7,Ccdc22
Q78PG9,Ccdc25
Q3V036,Ccdc27
Q8BVF4,Ccdc30
Q8BS39,Ccdc32
Q3ULW6,Ccdc33
Q3UI66,Ccdc34
Q8CDN8,Ccdc38
Q9D5Y1,Ccdc39
Q8BI79,Ccdc40
Q5SV66,Ccdc42
Q9CR29,Ccdc43
Q9D024,Ccdc47
Q810U5,Ccdc50
Q9DAL3,Ccdc54
Q6PHN1,Ccdc57
Q8C4J0,Ccdc60
Q3UJV1,Ccdc61
E9PVD1,Ccdc62
Q8CDV6,Ccdc63
Q6NS45,Ccdc66
Q8BVC4,Ccdc68
Q3TCJ8,Ccdc69
Q9D9B0,Ccdc70
Q8VEG0,Ccdc71
Q8CDM4,Ccdc73
Q9CZH8,Ccdc77
D3Z5T1,Ccdc78
Q8R2G6,Ccdc80
Q9D5W4,Ccdc81
Q6PG04,Ccdc82
Q9D4V3,Ccdc83
Q9JJ89,Ccdc86
Q8CDL9,Ccdc87
Q9DA73,Ccdc89
Q9D8L5,Ccdc91
Q8VDN4,Ccdc92
Q7TQK5,Ccdc93
Q9DBT3,Ccdc97
A3KGF9,Ccdc9b
Q3TVC7,Ccndbp1
Q9D6Y1,Ccdc3
D3YZP9,Ccdc6
Q9D541,Ccdc7
D3YZV8,Ccdc8
Q8VC31,Ccdc9
Q9CQL2,Ccer1
O70578,Cacng1
O88602,Cacng2
Q9JJV5,Cacng3
Q9JJV4,Cacng4
Q8VHW4,Cacng5
Q8VHW3,Cacng6
P62956,Cacng7
Q8VHW2,Cacng8
Q9JJV3,Tmem37
Q8K2I2,Cchcr1
P53702,Hccs
O08786,Cckar
P09240,Cck
P48298,Ccl11
Q62401,Ccl12
Q9WUZ6,Ccl17
O70460,Ccl19
P10146,Ccl1
O89093,Ccl20
O88430,Ccl22
Q9JKC0,Ccl24
O35903,Ccl25
Q9Z1X0,Ccl27
Q9JIL2,Ccl28
P10148,Ccl2
P10855,Ccl3
P14097,Ccl4
P30882,Ccl5
P27784,Ccl6
Q03366,Ccl7
Q9Z121,Ccl8
P51670,Ccl9
Q8VCC6,Ccm2l
Q8K2Y9,Ccm2
P18406,Ccn1
P29268,Ccn2
Q64299,Ccn3
O54775,Ccn4
Q9Z0G4,Ccn5
D3Z5L9,Ccn6
Q61456,Ccna1
P51943,Ccna2
P24860,Ccnb1
P30276,Ccnb2
Q810T2,Ccnb3
Q62447,Ccnc
P25322,Ccnd1
P30280,Ccnd2
P30282,Ccnd3
Q61457,Ccne1
Q9Z238,Ccne2
P51944,Ccnf
P51945,Ccng1
O08918,Ccng2
Q61458,Ccnh
Q9Z2V9,Ccni
Q5SRT8,Ccnjl
Q3TZI6,Ccnj
O88874,Ccnk
Q52KE7,Ccnl1
Q9JJA7,Ccnl2
P0C242,Ccno
Q8QZR8,Ccnq
Q9QWV9,Ccnt1
Q7TQK0,Ccnt2
Q8BGU5,Ccny
Q640L3,Ccpg1
Q9JL21,Ccr10
P51675,Ccr1
P51683,Ccr2
P51678,Ccr3
P51680,Ccr4
P51682,Ccr5
O54689,Ccr6
P47774,Ccr7
P56484,Ccr8
Q9WUT7,Ccr9
O35457,Ccrl2
Q8QZT2,Ccsap
Q8C0C4,Ccser1
Q3UHI0,Ccser2
Q9WU84,Ccs
D3YUJ3,Ccnyl1
Q8C1Y8,Ccz1
Q8BGN2,D3Ertd751e
Q8R422,Cd109
P24788,Cdk11b
Q8CII2,Cdc123
P10810,Cd14
O35566,Cd151
Q8CDI6,Ccdc158
Q61490,Alcam
Q8R2S8,Cd177
Q62192,Cd180
P25918,Cd19
P11609,Cd1d1
P11610,Cd1d2
D3Z3I0,Cdc20b
P19437,Ms4a1
Q8K4F0,Cd226
P35329,Cd22
Q07763,Cd244
Q91V98,Cd248
P24807,Cd24
Q8VE98,Cd276
P41272,Cd27
P31041,Cd28
Q9JLQ0,Cd2ap
Q9CWK3,Cd2bp2
P08920,Cd2
Q9DCG2,Cd302
Q9Z1P5,Cd320
Q63994,Cd33
Q64314,Cd34
Q08857,Cd36
Q9CZP7,Cdc37l1
Q61470,Cd37
P56528,Cd38
P04235,Cd3d
P22646,Cd3e
P11942,Cd3g
P24161,Cd247
P27548,Cd40lg
P15379,Cd44
Q61735,Cd47
P18181,Cd48
P06332,Cd4
Q64389,Cd52
Q61451,Cd53
O55186,Cd59a
P58019,Cd59b
Q9QWK4,Cd5l
P61809,Cdk5r1
O35926,Cdk5r2
P13379,Cd5
P41731,Cd63
P31996,Cd68
P37217,Cd69
Q61003,Cd6
O55237,Cd70
P21855,Cd72
P11911,Cd79a
P15530,Cd79b
P50283,Cd7
Q00609,Cd80
P35762,Cd81
P40237,Cd82
O88324,Cd83
P42082,Cd86
P01731,Cd8a
P10300,Cd8b
Q8VCN6,Cd99
P40240,Cd9
Q922M5,Cdca7l
Q8BMD5,Cdadc1
Q8CC12,Cdan1
Q8R349,Cdc16
Q9JJ66,Cdc20
Q8BGZ4,Cdc23
Q99JP4,Cdc26
